row_id,Actual,dt_le_proba
20810,0,0.0
2860,0,0.2982456140350877
4408,0,0.02
25747,0,0.6
23441,0,0.0
1825,0,0.2727272727272727
8438,0,0.007858546168958742
16783,0,0.04081632653061224
145,0,0.07368421052631578
380,1,0.6507936507936508
2807,0,0.0
946,1,1.0
9169,0,0.0
16281,0,0.16560509554140126
9773,0,0.05555555555555555
14381,1,0.8333333333333334
3567,0,0.15673981191222572
28542,0,0.0
2368,0,0.0
3316,1,0.7352941176470589
21019,0,0.2982456140350877
23340,0,0.0
23156,1,0.7101449275362319
18067,0,0.15492957746478872
13010,0,0.3673469387755102
24273,0,0.2876712328767123
20874,0,0.3563068920676203
24508,0,0.05084745762711865
17117,0,0.016216216216216217
28966,0,0.012216404886561954
11498,1,0.21875
13278,0,0.058823529411764705
21712,1,1.0
6113,1,0.4166666666666667
1115,1,0.5172413793103449
13154,1,0.001445086705202312
26819,0,0.012216404886561954
19001,0,0.0
30481,0,0.2631578947368421
37,1,0.11842105263157894
19089,1,0.4889705882352941
5367,0,0.0
979,0,0.2839506172839506
286,1,0.1724137931034483
16849,0,0.0
5147,0,0.0
27140,0,0.5172413793103449
22862,1,1.0
20544,0,0.06976744186046512
30627,0,0.0
14726,0,0.007858546168958742
7573,0,0.05084745762711865
27794,0,0.38188976377952755
15234,0,0.012216404886561954
9733,0,0.006507592190889371
27272,0,0.0
15396,0,0.0
789,1,0.3563068920676203
8394,0,0.25925925925925924
8439,0,0.5172413793103449
29994,0,0.21875
26673,0,0.001445086705202312
1386,1,0.5172413793103449
1434,0,0.3563068920676203
3526,0,0.1794871794871795
4218,0,0.0
12716,0,0.007858546168958742
17708,1,0.8571428571428571
18129,0,0.0
23191,0,0.13636363636363635
26069,1,0.8571428571428571
12141,0,0.044444444444444446
22086,0,0.02654867256637168
21403,0,0.001445086705202312
24867,1,1.0
17055,1,0.9014084507042254
18571,0,0.15673981191222572
2029,1,0.75
30616,0,0.02912621359223301
6782,0,0.05
20011,0,0.19148936170212766
4892,0,0.8333333333333334
2304,1,0.38188976377952755
25871,0,0.2839506172839506
28014,0,0.0
28323,0,0.0
28069,0,0.07368421052631578
14826,0,0.059322033898305086
18492,0,0.15673981191222572
10974,0,0.25
21869,0,0.006507592190889371
14047,0,0.02912621359223301
18036,0,0.7269372693726938
2913,0,0.0
19294,0,0.0
20880,0,0.012216404886561954
19756,0,0.0
10564,0,0.5362776025236593
6470,0,0.13636363636363635
427,1,0.38188976377952755
11998,1,0.3563068920676203
20675,0,0.0948905109489051
16338,0,0.0
475,0,0.0
22106,0,0.001445086705202312
30215,1,1.0
28900,0,0.001445086705202312
3651,0,0.0948905109489051
30278,0,0.05555555555555555
21841,0,0.1794871794871795
15197,1,0.16560509554140126
362,0,0.059322033898305086
5531,1,0.8620689655172413
6003,0,0.012216404886561954
20751,0,0.016129032258064516
14058,0,0.010582010582010581
14513,1,0.3778801843317972
24524,0,0.010582010582010581
2055,0,0.0
9394,0,0.38636363636363635
4806,0,0.11538461538461539
17255,0,0.0
7576,0,0.4889705882352941
12721,0,0.3111111111111111
12492,0,0.056818181818181816
5223,0,0.11842105263157894
10796,0,0.0
29865,1,1.0
15248,0,0.6
1726,0,0.11842105263157894
10152,0,0.0
13875,0,0.016216216216216217
23735,1,0.010582010582010581
10990,1,0.7352941176470589
18744,1,0.1590909090909091
6290,0,0.574468085106383
12751,0,0.3563068920676203
4632,0,0.0
17201,0,0.3673469387755102
17658,1,0.18867924528301888
8641,1,0.38188976377952755
15925,0,0.001445086705202312
20831,0,0.012216404886561954
283,0,0.11428571428571428
5208,0,0.056818181818181816
25503,0,0.08333333333333333
16523,0,0.001445086705202312
16171,0,0.007858546168958742
14309,0,0.0
1159,0,0.001445086705202312
28011,1,0.2727272727272727
4277,0,0.059322033898305086
1955,0,0.041884816753926704
18351,0,0.5362776025236593
19287,0,0.0
5681,0,0.07368421052631578
246,0,0.15673981191222572
1572,0,0.04477611940298507
19058,0,0.3563068920676203
3835,0,0.16560509554140126
22974,0,0.5737704918032787
11955,0,0.5824175824175825
23740,0,0.5824175824175825
17069,0,0.2839506172839506
10543,1,0.8571428571428571
319,0,0.26506024096385544
22794,0,0.0
24765,0,0.21568627450980393
29182,0,0.06976744186046512
1430,0,0.011494252873563218
4410,0,0.0
20614,0,0.2876712328767123
3355,1,1.0
18410,1,0.1896551724137931
10852,0,0.1
3717,0,0.0
3904,0,0.0
19565,0,0.21568627450980393
25758,0,0.0
7512,1,0.5172413793103449
9361,1,0.2
17061,1,0.53125
3903,0,0.15673981191222572
13932,1,0.8571428571428571
11861,0,0.12380952380952381
13624,0,0.44642857142857145
25296,1,0.53125
22852,0,0.010101010101010102
16795,0,0.3563068920676203
17485,0,0.0
1396,0,0.0
14869,1,0.8571428571428571
30407,0,0.012216404886561954
18447,0,0.3563068920676203
2834,1,1.0
6570,1,1.0
23436,0,0.007858546168958742
10926,1,0.016216216216216217
13950,0,0.001445086705202312
524,0,0.2839506172839506
21765,0,0.04477611940298507
17149,0,0.0
21212,0,0.0
29098,0,0.0
10285,0,0.007858546168958742
27825,0,0.5666666666666667
30095,0,0.0
20018,1,0.43478260869565216
3477,0,0.001445086705202312
23452,0,0.016216216216216217
29590,1,0.6
24784,1,0.09482758620689655
9675,0,0.007858546168958742
14079,0,0.0
26462,0,0.05
9405,0,0.016216216216216217
6758,0,0.15492957746478872
27321,1,0.8571428571428571
26269,0,0.0
14971,0,0.15673981191222572
24525,0,0.02564102564102564
23758,1,0.3563068920676203
11167,0,0.09302325581395349
20746,0,0.059322033898305086
9011,0,0.02
15989,0,0.0
12003,0,0.0
23141,0,0.02666666666666667
5834,0,0.001445086705202312
29175,0,0.6551724137931034
22588,0,0.016216216216216217
9766,0,0.16393442622950818
23766,0,0.012216404886561954
24189,1,0.4222222222222222
20412,0,0.0
4754,0,0.001445086705202312
28913,0,0.012216404886561954
20682,0,0.2631578947368421
15314,0,0.012216404886561954
20099,0,0.0
3345,0,0.04081632653061224
22459,0,0.011494252873563218
30596,0,0.1891891891891892
28314,1,0.5362776025236593
414,0,0.53125
21961,0,0.1794871794871795
18040,0,0.05555555555555555
4505,1,0.2876712328767123
8548,0,0.1896551724137931
29036,1,0.18867924528301888
3317,0,0.18867924528301888
18293,0,0.136986301369863
30029,1,0.5666666666666667
17387,0,0.012216404886561954
1163,0,0.012216404886561954
8182,0,0.006507592190889371
23131,0,0.0
8880,1,1.0
24601,0,0.1590909090909091
5743,0,0.26506024096385544
9958,1,1.0
13115,0,0.20588235294117646
30521,0,0.047619047619047616
17986,0,0.0
25266,1,0.21568627450980393
26099,0,0.016216216216216217
10068,1,0.53125
9705,1,0.5362776025236593
29291,0,0.3563068920676203
18346,0,0.006507592190889371
8212,0,0.047619047619047616
149,0,0.13725490196078433
29176,1,1.0
12919,0,0.5362776025236593
9503,0,0.358974358974359
343,0,0.007858546168958742
21303,0,0.012216404886561954
13187,0,0.0
10373,0,0.38188976377952755
2237,1,0.2876712328767123
27636,0,0.0
2719,0,0.006507592190889371
26728,1,0.5666666666666667
7527,0,0.0
29396,1,1.0
7099,0,0.05
14640,0,0.016216216216216217
19120,1,0.5172413793103449
14979,0,0.020833333333333332
29290,0,0.059322033898305086
9414,0,0.02654867256637168
9287,1,0.7804878048780488
7608,0,0.0
5769,0,0.041884816753926704
16786,1,0.7352941176470589
17378,0,0.016129032258064516
1660,1,0.5362776025236593
17392,0,0.010101010101010102
6902,0,0.5172413793103449
29455,0,0.0
8477,0,0.001445086705202312
15703,0,0.0
21500,0,0.02564102564102564
13579,1,1.0
10864,0,0.05555555555555555
8450,1,0.3778801843317972
21343,0,0.0
4421,0,0.0
