row_id,Actual,rf_proba
20810,0,0.010149291287218466
2860,0,0.1588321626500472
4408,0,0.08150775573479979
25747,0,0.5028798568674437
23441,0,0.008383188664647533
1825,0,0.258018279384323
8438,0,0.006449949286546016
16783,0,0.034851321893664064
145,0,0.05577255350266
380,1,0.6163380219695401
2807,0,0.10475766438455841
946,1,0.9945089206430698
9169,0,0.00016357681102207997
16281,0,0.06984985078363243
9773,0,0.022179990296338124
14381,1,0.6174916258250388
3567,0,0.12130875482273129
28542,0,0.010990357852908805
2368,0,0.004606956679385621
3316,1,0.7546131614626472
21019,0,0.20487454105390035
23340,0,0.0003295230672693706
23156,1,0.6724369792419634
18067,0,0.1471442774352848
13010,0,0.6152728978969607
24273,0,0.2977914321868748
20874,0,0.37503514617439654
24508,0,0.09474495542596584
17117,0,0.028848252524810394
28966,0,0.005863378144834119
11498,1,0.29731816177831183
13278,0,0.13665768802481731
21712,1,1.0
6113,1,0.2535794512866439
1115,1,0.4656162064096824
13154,1,0.004760077324480599
26819,0,0.01455905662183498
19001,0,0.0008005733979345223
30481,0,0.15814021357799246
37,1,0.13508773973944455
19089,1,0.4082331829998105
5367,0,0.06257430059302477
979,0,0.392286190148193
286,1,0.17654274843020715
16849,0,0.01028786582431419
5147,0,0.00014047191138582464
27140,0,0.4901790972414763
22862,1,0.9994827586206897
20544,0,0.2522218373919842
30627,0,0.0028386132707489665
14726,0,0.006022250790521461
7573,0,0.04863390253267766
27794,0,0.5021056357391337
15234,0,0.001767452288499158
9733,0,0.007634339319529144
27272,0,0.0032120841398631693
15396,0,0.0001708035086863784
789,1,0.40090767472974387
8394,0,0.1686803323426152
8439,0,0.4466556645280375
29994,0,0.2555804410915426
26673,0,0.0036857842210344877
1386,1,0.49549053626429035
1434,0,0.3702725223005801
3526,0,0.3789531199418086
4218,0,0.000985323417655958
12716,0,0.00496113364918775
17708,1,0.7796918488140077
18129,0,5.9662914093898785e-05
23191,0,0.11607788629399646
26069,1,0.8094097006255677
12141,0,0.12922587551416825
22086,0,0.043387548259154404
21403,0,0.007365726290738683
24867,1,0.6467829984805232
17055,1,0.8763716623600543
18571,0,0.10848689600425641
2029,1,0.7497550335741399
30616,0,0.053101792950337595
6782,0,0.12254154558297829
20011,0,0.253994896745737
4892,0,0.6953481398834584
2304,1,0.3568522051698542
25871,0,0.37718522025076323
28014,0,0.006699168898106535
28323,0,0.06940872871769456
28069,0,0.03891870550487492
14826,0,0.0285163619847532
18492,0,0.16853070393616146
10974,0,0.21845690191113715
21869,0,0.008747955652568301
14047,0,0.040791867991108066
18036,0,0.7152283808034703
2913,0,0.0004727343737203971
19294,0,0.0006326117236163749
20880,0,0.01243290820432835
19756,0,0.00034553516610192264
10564,0,0.4796034135765525
6470,0,0.04469553849180933
427,1,0.49868066763556435
11998,1,0.3857991974378235
20675,0,0.18687116500903764
16338,0,0.00014074606064274842
475,0,0.0007564940702115117
22106,0,0.0038387473719251734
30215,1,0.9704811207311207
28900,0,0.0086462033655467
3651,0,0.05358150958675261
30278,0,0.02833499699348467
21841,0,0.30764183262695377
15197,1,0.14019227304009263
362,0,0.041096477297780175
5531,1,0.8858270700314178
6003,0,0.004183329563124299
20751,0,0.012029192496667361
14058,0,0.027353912510582896
14513,1,0.40849163455670817
24524,0,0.007608957803571835
2055,0,0.0402937755125999
9394,0,0.3173688240051844
4806,0,0.1441399356109263
17255,0,0.030077074866335325
7576,0,0.48729557801514567
12721,0,0.44677025251250335
12492,0,0.06197430667889204
5223,0,0.19525772134143357
10796,0,0.001498054431235725
29865,1,0.9889470027355896
15248,0,0.6268611269717065
1726,0,0.24519715722168428
10152,0,0.0004091822292958806
13875,0,0.02201244761614715
23735,1,0.07619310194205398
10990,1,0.762682612563131
18744,1,0.2268087056825398
6290,0,0.6594746296634526
12751,0,0.3752764908679403
4632,0,0.020126805462980797
17201,0,0.6388237192751319
17658,1,0.2553203380502331
8641,1,0.3422208088381637
15925,0,0.002223962669107372
20831,0,0.006972763813968659
283,0,0.06881617759395253
5208,0,0.08575792465948393
25503,0,0.10242803017546671
16523,0,0.002944306547595126
16171,0,0.039733952576091414
14309,0,0.19148954604635082
1159,0,0.0007554500249627037
28011,1,0.14877151291510585
4277,0,0.026008509838097583
1955,0,0.052471178350284725
18351,0,0.48588044935364644
19287,0,0.0002652402030985713
5681,0,0.04508031255940693
246,0,0.08215985572708445
1572,0,0.020599586778986906
19058,0,0.26279760735485924
3835,0,0.08901435072869127
22974,0,0.5307172999888795
11955,0,0.6961944442402149
23740,0,0.6605639204541406
17069,0,0.2085555067215083
10543,1,0.9476072013758966
319,0,0.2914169430164177
22794,0,0.06979563333284422
24765,0,0.09802101666029134
29182,0,0.22866818865504038
1430,0,0.013784202942852758
4410,0,0.0005737141278140631
20614,0,0.25177962106753293
3355,1,0.9105417098198852
18410,1,0.29077648650542315
10852,0,0.04622279241271956
3717,0,0.014174592814080157
3904,0,0.0018288202419113981
19565,0,0.1712438260001855
25758,0,0.014138038119982526
7512,1,0.515464659921091
9361,1,0.266354854230316
17061,1,0.6170316005432457
3903,0,0.10630648834559756
13932,1,0.8214625490907826
11861,0,0.14871760652853283
13624,0,0.5277951113984239
25296,1,0.5113758670280302
22852,0,0.024683313742042103
16795,0,0.3885572315164776
17485,0,0.0025914309242399724
1396,0,0.0223050990447688
14869,1,0.8442308927312372
30407,0,0.011551509154039267
18447,0,0.3224870599422151
2834,1,0.984644690526701
6570,1,0.9893783079665432
23436,0,0.030445446929142386
10926,1,0.18114459728626564
13950,0,0.008049423190574737
524,0,0.1887961769546977
21765,0,0.0235136324859862
17149,0,0.00032802661827912265
21212,0,0.000581778236633902
29098,0,0.0004692623361049593
10285,0,0.007587555717369016
27825,0,0.5148896004219007
30095,0,0.017948789481523394
20018,1,0.35387215539200895
3477,0,0.001220141159040632
23452,0,0.016835061107074344
29590,1,0.5217132519973877
24784,1,0.19925209265109192
9675,0,0.03722118405508114
14079,0,0.00034553516610192264
26462,0,0.07635005944407927
9405,0,0.09048804230707962
6758,0,0.18235908159659553
27321,1,0.7788737455357234
26269,0,0.0004036866976129273
14971,0,0.22746293317506303
24525,0,0.03701850949743526
23758,1,0.37666448686940124
11167,0,0.030263197294103806
20746,0,0.028332653290253088
9011,0,0.13815177653181682
15989,0,0.10161318432123874
12003,0,0.0011517102433259924
23141,0,0.031842889789111366
5834,0,0.002149107135669577
29175,0,0.5554280005539917
22588,0,0.0221949035013681
9766,0,0.06975087892186072
23766,0,0.007534018632294854
24189,1,0.4394511616537124
20412,0,0.015395531789509847
4754,0,0.0011148620172388424
28913,0,0.0036050293112422586
20682,0,0.20487016736358796
15314,0,0.011581713568334501
20099,0,0.07946635300199882
3345,0,0.0413476554006165
22459,0,0.012651149848638344
30596,0,0.18996855739951624
28314,1,0.42663252834057663
414,0,0.6628835037269261
21961,0,0.17839841348260496
18040,0,0.03357437776295393
4505,1,0.29936823723424516
8548,0,0.1818879867110508
29036,1,0.2122644335636548
3317,0,0.2508145865121328
18293,0,0.2320201089127055
30029,1,0.6504109037826654
17387,0,0.010943973868692993
1163,0,0.020755188000502373
8182,0,0.04724839475584453
23131,0,0.00010543727613835905
8880,1,0.5433792613956812
24601,0,0.41685880599491154
5743,0,0.387046079155384
9958,1,0.9889400995629803
13115,0,0.14893984735934424
30521,0,0.1687100948442713
17986,0,0.006999016616669765
25266,1,0.12478412289382597
26099,0,0.008137287758453926
10068,1,0.471467155042986
9705,1,0.49816947739590645
29291,0,0.3298493287718179
18346,0,0.020773911339088683
8212,0,0.011791202063975851
149,0,0.16639206789905553
29176,1,0.9994117647058823
12919,0,0.5285291672548583
9503,0,0.2991925341017025
343,0,0.03933282660026941
21303,0,0.02252796539901986
13187,0,5.389219212014888e-05
10373,0,0.44069438643540104
2237,1,0.2624596375836633
27636,0,0.027375349825185795
2719,0,0.03597658961753265
26728,1,0.5793762832825334
7527,0,5.389219212014888e-05
29396,1,1.0
7099,0,0.1277591542758261
14640,0,0.016082706590240588
19120,1,0.528042238709141
14979,0,0.046420245986502386
29290,0,0.04786422120758163
9414,0,0.06603595851941209
9287,1,0.807024423906287
7608,0,0.0001877820101254123
5769,0,0.15847695164736111
16786,1,0.7880356544454089
17378,0,0.00457837557058631
1660,1,0.5724523776362208
17392,0,0.015293299327162857
6902,0,0.3987224319254114
29455,0,0.01563380365014426
8477,0,0.006968732160507343
15703,0,0.0005043995994853205
21500,0,0.009661443646771468
13579,1,0.9946726615432497
10864,0,0.026964601806728373
8450,1,0.38431723047224314
21343,0,0.003129685058218869
4421,0,0.0021914657651648448
11366,0,0.744307445851466
14351,0,0.08326164025543967
9062,0,0.033531165569483684
27648,0,0.0049978654833927084
25317,1,0.40994165953291706
3918,0,0.00012872237088079814
12248,0,0.5821200099013153
23455,0,0.0006858686412483189
22341,1,0.36574338296641534
2788,0,0.015404088501598545
24302,0,0.0002724940751682722
15393,0,0.029478697707030616
24700,0,0.05911754910440066
23082,1,0.9602718781004246
15273,0,0.006587836825712599
17310,0,0.043120529786220836
13834,0,0.04206980126803432
29147,0,0.14304971132554237
25069,0,0.14255420810295802
16326,0,0.004805007414221519
19035,1,0.5279100158867813
24392,1,0.7861499407023609
25201,1,0.38212335101715034
18274,0,0.00034553516610192264
15813,0,0.4442609551275607
23213,0,0.007155078997911718
5122,1,0.9338563050783637
1747,1,0.3459161445899368
6328,0,0.43880584508723425
755,1,0.6241404747968332
11159,0,0.36741109588004506
29190,0,0.00011060642885181264
17593,1,0.2977498661246779
14220,0,0.0009745032220553737
15089,0,0.07082618517829758
21946,0,0.05303986107419542
27924,1,0.6411252439946848
20636,1,0.991
29744,1,0.9598905695049986
24193,1,1.0
3131,0,0.00020055201819490343
28852,0,0.19242377501324254
24965,0,0.26996115557168393
20956,0,0.024329280659325825
2926,0,0.2981919123898393
24618,1,0.632739960204687
16002,1,0.9344006383270219
18238,0,0.06861864463364403
6924,1,0.5235362819204759
20889,0,0.04829340539977349
23362,0,0.0015770806404229356
28787,0,0.3110673267388739
25432,0,0.5021407252789367
26076,0,0.6718764439332223
16471,0,0.2889273058759323
7654,0,0.35202685752235297
25545,0,0.07526986875967476
17768,1,0.2974952819108513
404,0,0.016269134074792205
5299,0,0.026342782929412067
23862,0,0.1065885877180882
8512,0,0.04140474513345975
28808,0,0.0004883723856407178
28570,0,0.15825462991760222
17624,1,0.2536928326135868
9145,0,0.17816121256172354
10269,0,0.03559754622604972
3584,0,0.04406539233165672
29743,1,0.00857626799401304
19741,0,0.04273902075303981
3222,0,0.015616026949131218
24071,0,0.015873322880391123
27380,1,0.47184178080514455
9327,0,0.3608763750554536
18020,0,0.10876371862922396
18724,0,0.031206914290754274
27619,1,0.46881449732197966
15605,1,0.6742897008490804
28282,0,0.6484122894858936
4084,0,0.00016357681102207997
19240,1,0.6955756797609982
1973,0,0.29728084453978787
27000,1,1.0
23769,0,0.0224148129703776
11346,0,0.06463660659594883
6664,1,0.49800782206911975
14536,0,0.0864171330139728
13404,1,0.32794863563603877
12219,0,0.030199373146065144
15892,0,0.8103880393895214
27128,0,0.07160926537493467
30142,1,0.680432629247236
22982,0,0.05069756635974564
18590,0,0.009510798877354199
23209,0,0.02052467897139988
1185,0,0.02246706992301083
23371,0,0.01150151365659984
1682,0,0.07656863821703036
204,1,0.26894427954104044
19608,0,0.018689755640620576
27520,0,0.06926653439418724
25791,0,0.3791695348912534
12814,1,0.6756726620564133
24346,1,0.4427990852164976
25783,0,0.03200618352329163
23227,1,0.6210018280005997
20548,1,0.998825250618202
13051,0,0.09737918152105203
19665,0,0.03600703897955639
13359,0,0.007152434210293252
20037,0,0.2137308993916017
2764,0,0.0005774188125823712
6119,0,0.05353062674089219
28743,0,0.5460649820654
1113,0,0.003926448799259134
1057,1,0.23342552500440317
28225,0,7.081088533862897e-05
13401,1,0.6728248891217699
3659,0,0.29527906279965505
23942,1,0.5113813170372069
29405,0,0.07753184212627556
615,0,0.03187941036967398
29758,0,0.470029836258285
5684,0,0.10371090997960421
28839,0,0.00020055201819490343
9869,1,0.9868481686138811
1948,0,0.013803795189993502
26790,0,0.25550105397227163
15163,0,0.007697756522867805
7738,1,0.7597338182325796
13484,0,0.31440196549721544
21978,0,0.07582144023838895
11074,0,0.06516123689903074
1547,0,0.002131793919984541
24315,1,0.2856593744963868
23095,0,0.030690465557509428
18608,0,0.013224081078600767
14633,0,0.16750898883653612
24691,0,0.0002802761763355874
30219,0,0.06386959571003512
6744,0,0.037486534684008255
20654,0,0.22093309056558208
3748,0,0.13697435268756067
10412,0,0.011153680568449105
28311,0,0.064847565169094
24442,0,0.168216165925989
11263,0,0.016990690235063707
2219,0,0.1687007867851583
23820,0,0.29458423161464187
16352,0,0.019315889307117445
16369,0,0.5522195061812376
6095,0,0.06603614226558321
14960,0,0.022985733568165818
5228,1,0.6000986073001192
3626,0,0.00036425863639490586
1,0,0.28221867938001965
26505,1,0.6894969632570926
17955,1,0.08131164597423013
8770,1,0.4651606416712941
14193,0,0.008382401961031292
16267,0,0.38303055045315576
6483,0,0.7046142536947241
17329,0,0.0002652402030985713
27957,0,0.019452054325970112
18402,0,5.052632204273387e-05
2024,1,1.0
5566,0,0.621701107025277
2723,1,0.8067927802217941
28422,0,0.11973244282283745
25857,0,0.3630911766188577
24845,0,0.10175737551592626
7953,0,0.003086598950368884
6335,0,0.00017465397499860275
10191,0,0.07221841244974248
23800,0,0.12380898794065982
16782,0,0.003456081318855723
7907,0,0.015110179232714172
13558,0,0.005716311772684439
30353,0,0.16510714134416724
27475,0,0.1691392704990959
16592,1,0.3808171383924273
30131,1,0.368279344674441
6301,0,0.0028171894353912017
281,0,0.20744729589193855
14200,0,0.03768016094979028
24180,1,0.6726441129463674
9516,0,0.00048490661348429294
30266,0,0.5640003644791112
5923,0,0.00038190132485987975
22994,1,0.5911456847710607
3950,0,0.1733784328419868
16111,1,0.34029160363311783
8854,0,0.15837190248440464
6638,0,0.4464534729784439
9461,0,0.36222467873628794
24995,0,0.30401302496796445
2017,0,0.04157247574876445
8003,0,0.0021628432644126764
12602,0,0.006706004007536844
20556,0,0.04425611317580657
5792,1,0.8121565942462388
28297,1,0.3777723828634152
2603,0,0.3853694307795699
27243,0,0.012094502210273986
9554,0,0.002340004244283393
16115,0,0.00914546310102966
19491,0,0.07631470079912307
21682,0,0.3724630570229397
22186,0,0.007011683771175242
21351,0,0.01920063398170526
17926,0,0.034627400180306286
581,0,0.013634991573875268
24471,0,0.0542338863116639
22759,0,0.0011478734016978336
1976,0,0.31089463440910764
10330,0,0.06990064500726215
1152,0,0.04351594982545561
10190,0,0.4639872984766129
18306,0,0.17233475781035779
26686,0,0.00027186867883272813
25034,0,0.0003679274754004127
12895,0,0.15642326806906104
4680,0,0.055936277375067164
15212,0,0.009030733047602357
6181,0,0.23688296818118637
16505,0,0.13182842359932884
18078,0,0.40884237214149566
21068,0,0.015467518255537549
949,0,0.017850514620821083
15013,0,0.2905164726356771
20259,0,0.04592451490108504
24129,0,0.11012330140673075
1232,0,0.0003776196316638529
4594,0,0.001221391549426297
16027,1,0.8264044439998092
18512,0,0.41062667527902763
9614,0,0.022912716827334013
12336,0,0.11439930877903716
5926,0,0.015300649555262856
22171,0,0.062299322036486686
15099,1,0.5170105827277376
23773,1,0.6163068417112469
3044,0,0.0003185863826126302
17561,0,0.00014419871903711363
24475,0,0.007411374928477818
21016,0,0.013393791518772102
28131,0,0.16555046410249996
17234,0,0.051591509307287835
13032,0,0.3569419612579166
8805,0,0.0086931763085044
22621,1,0.7833276823867056
22032,0,0.0008005733979345223
3766,1,0.42172406346913427
9907,0,0.16327460798586105
27802,1,0.6548209857295074
10050,0,0.007524388191770633
18680,0,0.004928626208629328
24875,0,0.16217366242775916
15010,1,0.38343495655333626
23948,0,0.00030690331408019374
26357,1,0.9229957745830616
30162,0,0.5936288976614199
13688,0,0.006218502967927994
26532,0,0.0035532084397496885
3939,0,0.00692622217931924
2514,0,0.34468804536109304
2058,1,0.4822438380102361
